transaction_id,date,customer_id,product_id,product_name,category,quantity,unit_price,total_amount
TXN_000132,2023-08-19,CUST_03628,PROD_0038,Proposer Porte,Alimentation,1,353.65,353.65
TXN_000133,2024-10-25,CUST_02748,PROD_0085,Verre Matin,Électronique,1,402.77,402.77
TXN_000134,2023-12-07,CUST_00570,PROD_0003,Mari Confier,Mode,1,495.0,495.0
TXN_000135,2023-07-15,CUST_01324,PROD_0070,Étage Leur,Mode,1,372.23,372.23
TXN_000136,2024-08-22,CUST_01880,PROD_0166,Relever Fait,Beauté,3,360.66,1081.98
TXN_000137,2024-06-06,CUST_01323,PROD_0194,Article Résister,Électronique,3,371.91,1115.73
TXN_000138,2024-08-31,CUST_02225,PROD_0080,Établir Beaucoup,Maison,1,93.47,93.47
TXN_000139,2024-03-26,CUST_01012,PROD_0115,Sourire Aucun,Électronique,3,479.83,1439.49
TXN_000140,2024-09-12,CUST_00201,PROD_0063,Agiter Pierre,Sport,3,371.9,1115.7
TXN_000141,2023-09-23,CUST_00010,PROD_0196,Colon Moitié,Électronique,1,24.41,24.41
TXN_000142,2023-08-30,CUST_02549,PROD_0092,Réclamer Ville,Beauté,4,455.98,1823.92
TXN_000143,2024-10-13,CUST_00293,PROD_0099,Curiosité Paysage,Mode,1,445.5,445.5
TXN_000144,2023-12-18,CUST_02053,PROD_0087,Saluer Emporter,Alimentation,1,129.76,129.76
TXN_000145,2023-08-25,CUST_01785,PROD_0147,Placer Vieillard,Sport,1,303.34,303.34
TXN_000146,2023-12-22,CUST_04216,PROD_0111,Lutte Guerre,Électronique,1,234.95,234.95
TXN_000147,2023-12-27,CUST_03728,PROD_0116,Existence Sac,Alimentation,1,491.45,491.45
TXN_000148,2023-12-13,CUST_03196,PROD_0072,Nombre Absolu,Sport,3,255.62,766.86
TXN_000149,2024-07-06,CUST_02722,PROD_0047,Occuper Couvrir,Beauté,2,302.1,604.2
TXN_000150,2023-10-14,CUST_01144,PROD_0111,Lutte Guerre,Électronique,3,234.95,704.85
TXN_000151,2024-09-01,CUST_03450,PROD_0007,Découvrir Obéir,Alimentation,1,59.25,59.25
TXN_000152,2023-09-15,CUST_04886,PROD_0076,Vin Prétendre,Maison,1,21.71,21.71
TXN_000153,2023-11-25,CUST_04617,PROD_0019,Vrai Curiosité,Mode,1,303.85,303.85
TXN_000154,2024-03-02,CUST_00082,PROD_0016,Prêt Amuser,Beauté,1,98.49,98.49
TXN_000155,2023-01-08,CUST_00904,PROD_0017,Aventure Faire,Maison,1,10.05,10.05
TXN_000156,2023-01-19,CUST_00751,PROD_0124,Nation Cour,Alimentation,2,170.01,340.02
TXN_000157,2024-11-22,CUST_03761,PROD_0165,Construire Blanc,Beauté,1,483.34,483.34
TXN_000158,2023-09-25,CUST_03692,PROD_0071,Voiture Souffrance,Beauté,2,271.75,543.5
TXN_000159,2024-08-04,CUST_03514,PROD_0051,Distinguer Confiance,Électronique,5,31.0,155.0
TXN_000160,2023-02-03,CUST_02110,PROD_0031,Reposer Rouge,Alimentation,1,375.6,375.6
TXN_000161,2024-05-06,CUST_00856,PROD_0043,Veille Menacer,Mode,1,11.42,11.42
TXN_000162,2024-01-25,CUST_01635,PROD_0117,Mari Franc,Sport,1,140.95,140.95
TXN_000163,2024-04-05,CUST_04104,PROD_0027,Malgré Témoin,Mode,1,172.67,172.67
TXN_000164,2023-04-01,CUST_01517,PROD_0152,Poids Système,Électronique,1,395.3,395.3
TXN_000165,2023-04-05,CUST_03607,PROD_0099,Curiosité Paysage,Mode,1,445.5,445.5
TXN_000166,2024-10-28,CUST_01064,PROD_0006,Calme Bord,Maison,1,284.8,284.8
TXN_000167,2023-09-03,CUST_04459,PROD_0111,Lutte Guerre,Électronique,1,234.95,234.95
TXN_000168,2023-04-27,CUST_04095,PROD_0096,Appuyer Que,Mode,1,364.54,364.54
TXN_000169,2023-04-30,CUST_01706,PROD_0097,Tout Bureau,Électronique,1,313.09,313.09
TXN_000170,2023-03-19,CUST_01953,PROD_0176,Lieu Respecter,Électronique,1,412.22,412.22
TXN_000171,2024-01-06,CUST_03935,PROD_0133,Oser Action,Beauté,5,119.5,597.5
TXN_000172,2024-06-25,CUST_02471,PROD_0109,Tenir Défaut,Mode,2,250.21,500.42
TXN_000173,2024-12-06,CUST_02271,PROD_0152,Poids Système,Électronique,7,395.3,2767.1
TXN_000174,2023-01-23,CUST_03801,PROD_0169,Établir Poussière,Maison,3,39.11,117.33
TXN_000175,2024-04-29,CUST_02086,PROD_0173,Maintenant Avancer,Maison,1,18.7,18.7
TXN_000176,2024-11-09,CUST_04764,PROD_0128,Il Douze,Électronique,1,88.0,88.0
TXN_000177,2023-09-05,CUST_01317,PROD_0070,Étage Leur,Mode,1,372.23,372.23
TXN_000178,2023-07-25,CUST_03291,PROD_0021,Groupe Souhaiter,Mode,1,287.68,287.68
TXN_000179,2023-03-06,CUST_02437,PROD_0039,Étrange Briser,Maison,1,195.37,195.37
TXN_000180,2024-10-30,CUST_00163,PROD_0026,Chute Contraire,Maison,1,445.24,445.24
TXN_000181,2024-01-08,CUST_00342,PROD_0164,Prendre Retomber,Beauté,1,433.65,433.65
TXN_000182,2023-08-09,CUST_02704,PROD_0132,Couche Même,Sport,1,90.8,90.8
TXN_000183,2024-09-22,CUST_00628,PROD_0052,Éclairer Ce,Maison,1,389.33,389.33
TXN_000184,2024-10-18,CUST_03640,PROD_0151,Arrêter Parmi,Mode,6,408.62,2451.72
TXN_000185,2023-10-04,CUST_02644,PROD_0025,Divers Mieux,Beauté,1,155.05,155.05
TXN_000186,2024-09-26,CUST_00128,PROD_0182,Cacher Falloir,Mode,4,251.52,1006.08
TXN_000187,2023-10-26,CUST_03467,PROD_0061,Même Envelopper,Beauté,1,433.23,433.23
TXN_000188,2024-05-29,CUST_01870,PROD_0151,Arrêter Parmi,Mode,3,408.62,1225.86
TXN_000189,2024-07-23,CUST_04458,PROD_0071,Voiture Souffrance,Beauté,6,271.75,1630.5
TXN_000190,2024-07-24,CUST_03765,PROD_0158,Interroger Votre,Alimentation,1,406.46,406.46
TXN_000191,2024-07-06,CUST_00247,PROD_0162,Meilleur Aucun,Maison,1,471.56,471.56
TXN_000192,2023-09-02,CUST_00214,PROD_0151,Arrêter Parmi,Mode,1,408.62,408.62
TXN_000193,2024-08-20,CUST_00031,PROD_0092,Réclamer Ville,Beauté,1,455.98,455.98
TXN_000194,2023-08-10,CUST_04432,PROD_0016,Prêt Amuser,Beauté,3,98.49,295.47
TXN_000195,2024-07-27,CUST_02047,PROD_0170,Attitude Journée,Électronique,1,310.86,310.86
TXN_000196,2023-04-06,CUST_02649,PROD_0172,Rien Précéder,Mode,1,444.62,444.62
TXN_000197,2024-01-28,CUST_04487,PROD_0062,Accent Saint,Beauté,1,407.03,407.03
TXN_000198,2024-02-18,CUST_03036,PROD_0126,Plus Prétendre,Sport,3,154.64,463.92
TXN_000199,2024-03-02,CUST_00397,PROD_0108,Apprendre Rapporter,Sport,1,421.21,421.21
TXN_000200,2023-09-29,CUST_04740,PROD_0126,Plus Prétendre,Sport,3,154.64,463.92
TXN_000201,2024-12-19,CUST_00602,PROD_0124,Nation Cour,Alimentation,2,170.01,340.02
TXN_000202,2024-06-11,CUST_00639,PROD_0034,Plan Signifier,Mode,2,457.58,915.16
TXN_000203,2024-10-18,CUST_04248,PROD_0001,Vide De,Électronique,6,101.25,607.5
TXN_000204,2023-04-22,CUST_02877,PROD_0049,Direction Discours,Électronique,2,100.51,201.02
TXN_000205,2023-06-29,CUST_01037,PROD_0053,Docteur Prêter,Mode,1,125.78,125.78
TXN_000206,2023-06-11,CUST_04952,PROD_0017,Aventure Faire,Maison,1,10.05,10.05
TXN_000207,2023-12-29,CUST_03267,PROD_0043,Veille Menacer,Mode,3,11.42,34.26
TXN_000208,2024-06-06,CUST_01229,PROD_0050,Cas Découvrir,Sport,1,106.96,106.96
TXN_000209,2024-11-19,CUST_02227,PROD_0183,Élever Passé,Sport,1,197.3,197.3
TXN_000210,2024-12-29,CUST_04640,PROD_0118,Homme Paupière,Électronique,1,376.52,376.52
TXN_000211,2024-09-29,CUST_00576,PROD_0107,Gauche Mot,Électronique,1,448.76,448.76
TXN_000212,2023-11-21,CUST_02538,PROD_0118,Homme Paupière,Électronique,1,376.52,376.52
TXN_000213,2023-05-15,CUST_01555,PROD_0107,Gauche Mot,Électronique,1,448.76,448.76
TXN_000214,2023-10-20,CUST_02658,PROD_0145,Entraîner Dernier,Mode,1,231.44,231.44
TXN_000215,2023-01-27,CUST_02709,PROD_0086,Voiture Regarder,Électronique,1,30.04,30.04
TXN_000216,2024-04-13,CUST_02015,PROD_0039,Étrange Briser,Maison,1,195.37,195.37
TXN_000217,2024-03-24,CUST_03434,PROD_0182,Cacher Falloir,Mode,8,251.52,2012.16
TXN_000218,2023-09-01,CUST_02690,PROD_0058,Début Voyage,Mode,1,306.85,306.85
TXN_000219,2023-07-09,CUST_00533,PROD_0199,Frais Compter,Sport,5,271.82,1359.1
TXN_000220,2023-06-12,CUST_00194,PROD_0115,Sourire Aucun,Électronique,3,479.83,1439.49
TXN_000221,2023-09-13,CUST_00923,PROD_0007,Découvrir Obéir,Alimentation,1,59.25,59.25
TXN_000222,2024-05-25,CUST_01875,PROD_0176,Lieu Respecter,Électronique,1,412.22,412.22
TXN_000223,2024-02-10,CUST_03223,PROD_0182,Cacher Falloir,Mode,1,251.52,251.52
TXN_000224,2023-10-27,CUST_02873,PROD_0127,Désir Chant,Beauté,1,15.56,15.56
TXN_000225,2024-10-23,CUST_02604,PROD_0063,Agiter Pierre,Sport,6,371.9,2231.4
TXN_000226,2023-10-09,CUST_03972,PROD_0044,Absolu Affaire,Maison,4,400.42,1601.68
TXN_000227,2024-09-22,CUST_01932,PROD_0114,Juste Marcher,Beauté,1,450.22,450.22
TXN_000228,2024-08-26,CUST_01032,PROD_0050,Cas Découvrir,Sport,1,106.96,106.96
TXN_000229,2024-07-26,CUST_01791,PROD_0153,Salle Sembler,Maison,1,477.02,477.02
TXN_000230,2023-03-07,CUST_04968,PROD_0106,Tandis que Certainement,Mode,1,342.23,342.23
TXN_000231,2023-01-21,CUST_01413,PROD_0047,Occuper Couvrir,Beauté,1,302.1,302.1
TXN_000232,2023-08-10,CUST_01977,PROD_0040,Fin Grand,Mode,1,142.2,142.2
TXN_000233,2024-04-17,CUST_04517,PROD_0059,Fois Le,Électronique,3,307.13,921.39
TXN_000234,2024-08-31,CUST_03409,PROD_0105,Effort Quel,Mode,1,256.68,256.68
TXN_000235,2024-11-11,CUST_02961,PROD_0141,Contre Tromper,Beauté,2,113.98,227.96
TXN_000236,2023-02-23,CUST_01725,PROD_0076,Vin Prétendre,Maison,1,21.71,21.71
TXN_000237,2024-07-28,CUST_04462,PROD_0195,Île Porter,Maison,1,357.14,357.14
TXN_000238,2024-12-27,CUST_01934,PROD_0100,Profiter Abandonner,Mode,2,268.89,537.78
TXN_000239,2024-09-19,CUST_02990,PROD_0173,Maintenant Avancer,Maison,3,18.7,56.1
TXN_000240,2023-01-21,CUST_01517,PROD_0045,Apporter Espoir,Beauté,3,356.22,1068.66
TXN_000241,2024-12-09,CUST_04397,PROD_0074,Croix On,Alimentation,1,39.83,39.83
TXN_000242,2023-08-29,CUST_04013,PROD_0112,Toujours Effort,Beauté,1,77.98,77.98
TXN_000243,2023-09-09,CUST_03680,PROD_0197,Jamais Aussitôt,Électronique,1,38.49,38.49
TXN_000244,2024-12-20,CUST_01060,PROD_0030,Partager Retour,Sport,1,311.07,311.07
TXN_000245,2023-10-19,CUST_02307,PROD_0002,Promener Marier,Maison,1,364.33,364.33
TXN_000246,2024-03-08,CUST_01340,PROD_0042,Premier Indiquer,Mode,6,268.29,1609.74
TXN_000247,2023-12-08,CUST_04864,PROD_0040,Fin Grand,Mode,2,142.2,284.4
TXN_000248,2024-12-25,CUST_01405,PROD_0101,Justice Servir,Alimentation,8,179.67,1437.36
TXN_000249,2024-07-25,CUST_02422,PROD_0171,Ah Tourner,Beauté,1,447.12,447.12
TXN_000250,2023-07-30,CUST_00716,PROD_0101,Justice Servir,Alimentation,1,179.67,179.67
TXN_000251,2024-01-06,CUST_03079,PROD_0089,Baisser Grâce,Beauté,1,486.01,486.01
TXN_000252,2024-11-18,CUST_03324,PROD_0056,Drôle Vivre,Alimentation,1,178.24,178.24
TXN_000253,2023-08-06,CUST_04600,PROD_0176,Lieu Respecter,Électronique,1,412.22,412.22
TXN_000254,2023-05-07,CUST_00741,PROD_0124,Nation Cour,Alimentation,1,170.01,170.01
TXN_000255,2024-09-07,CUST_00575,PROD_0039,Étrange Briser,Maison,1,195.37,195.37
TXN_000256,2024-11-25,CUST_02044,PROD_0180,Préparer Quelque,Alimentation,1,370.13,370.13
TXN_000257,2024-09-12,CUST_00842,PROD_0046,Selon Rouler,Beauté,1,243.0,243.0
TXN_000258,2023-08-22,CUST_00009,PROD_0067,Chat Poésie,Beauté,1,358.29,358.29
TXN_000259,2023-10-03,CUST_00349,PROD_0062,Accent Saint,Beauté,3,407.03,1221.09
TXN_000260,2024-03-22,CUST_00686,PROD_0029,Assez Entrée,Beauté,3,298.21,894.63
TXN_000261,2024-04-04,CUST_01799,PROD_0086,Voiture Regarder,Électronique,1,30.04,30.04
TXN_000262,2023-08-19,CUST_02366,PROD_0129,Parmi Vivre,Électronique,1,33.76,33.76
TXN_000263,2023-02-01,CUST_01715,PROD_0173,Maintenant Avancer,Maison,3,18.7,56.1
TXN_000264,2024-02-10,CUST_03468,PROD_0020,Justice Queue,Électronique,1,351.73,351.73
TXN_000265,2023-03-08,CUST_03152,PROD_0173,Maintenant Avancer,Maison,3,18.7,56.1
TXN_000266,2023-03-15,CUST_01504,PROD_0019,Vrai Curiosité,Mode,1,303.85,303.85
TXN_000267,2024-01-10,CUST_01161,PROD_0090,Raconter Cuisine,Sport,2,226.05,452.1
TXN_000268,2023-04-27,CUST_04422,PROD_0114,Juste Marcher,Beauté,1,450.22,450.22
TXN_000269,2024-02-18,CUST_00454,PROD_0160,Marché Quarante,Alimentation,9,217.33,1955.97
TXN_000270,2024-08-30,CUST_03901,PROD_0174,Renoncer Naturel,Alimentation,1,499.41,499.41
TXN_000271,2023-12-10,CUST_00743,PROD_0198,Face Arriver,Alimentation,5,100.11,500.55
TXN_000272,2024-03-14,CUST_01236,PROD_0033,Désespoir Reste,Alimentation,1,156.26,156.26
