customer_id,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,RFM_total,segment
CUST_00029,2024-10-13,10,3975.16,79,3,3,2,332,8,Moyens
CUST_00030,2024-09-09,10,5370.84,113,2,3,3,233,8,À risque
CUST_00031,2024-12-08,13,4146.42,23,4,4,2,442,10,Fidèles
CUST_00032,2024-07-07,10,9371.07,177,1,3,5,135,9,À risque
CUST_00033,2024-10-27,10,3574.96,65,3,3,2,332,8,Moyens
CUST_00034,2024-12-30,13,4776.07,1,5,4,3,543,12,Fidèles
CUST_00035,2024-09-18,10,3310.04,104,2,3,2,232,7,Moyens
CUST_00036,2024-10-09,8,4525.8099999999995,83,2,2,3,223,7,Endormis
CUST_00037,2024-12-31,13,6849.87,0,5,4,4,544,13,Champions
CUST_00038,2024-02-26,8,4281.62,309,1,2,3,123,6,Endormis
CUST_00039,2024-10-22,8,3581.76,70,3,2,2,322,7,Occasionnels
CUST_00040,2024-08-25,7,1853.72,128,1,1,1,111,3,Endormis
CUST_00041,2024-09-01,11,10456.78,121,2,3,5,235,10,À risque
CUST_00042,2024-06-25,8,2429.85,189,1,2,1,121,4,Endormis
CUST_00043,2024-10-22,10,3969.79,70,3,3,2,332,8,Moyens
CUST_00044,2024-09-04,6,5751.9,118,2,1,4,214,7,Endormis
CUST_00045,2024-12-13,10,4350.49,18,5,3,3,533,11,Moyens
CUST_00046,2024-09-09,14,8051.830000000001,113,2,5,5,255,12,Fidèles
CUST_00047,2024-10-06,10,3222.58,86,2,3,2,232,7,Moyens
CUST_00048,2024-10-27,14,9145.03,65,3,5,5,355,13,Fidèles
CUST_00049,2024-12-19,12,8028.57,12,5,4,5,545,14,Champions
CUST_00050,2024-06-18,9,3820.69,196,1,2,2,122,5,Endormis
CUST_00051,2024-07-31,8,2836.45,153,1,2,1,121,4,Endormis
CUST_00052,2023-10-15,7,1713.5,443,1,1,1,111,3,Endormis
CUST_00053,2024-12-31,19,10677.2,0,5,5,5,555,15,Champions
CUST_00054,2024-07-16,6,2682.26,168,1,1,1,111,3,Endormis
CUST_00055,2024-10-22,8,4308.78,70,3,2,3,323,8,Occasionnels
CUST_00056,2024-09-30,10,5147.92,92,2,3,3,233,8,À risque
CUST_00057,2024-11-25,9,4425.35,36,4,2,3,423,9,Nouveaux prometteurs
CUST_00058,2024-10-20,9,10689.59,72,3,2,5,325,10,Occasionnels
CUST_00059,2024-10-24,14,9482.73,68,3,5,5,355,13,Fidèles
CUST_00060,2024-11-25,11,7583.36,36,4,3,5,435,12,Moyens
CUST_00061,2024-07-07,9,4087.86,177,1,2,2,122,5,Endormis
CUST_00062,2024-11-24,11,6169.1,37,4,3,4,434,11,Moyens
CUST_00063,2024-09-22,8,3477.96,100,2,2,2,222,6,Endormis
CUST_00064,2024-08-27,9,4742.32,126,2,2,3,223,7,Endormis
CUST_00065,2024-09-11,10,5436.83,111,2,3,3,233,8,À risque
CUST_00066,2024-12-28,17,9707.26,3,5,5,5,555,15,Champions
CUST_00067,2024-10-05,12,12507.13,87,2,4,5,245,11,Fidèles
CUST_00068,2024-11-25,10,3389.2599999999998,36,4,3,2,432,9,Moyens
CUST_00069,2024-10-11,7,5038.04,81,3,1,3,313,7,Occasionnels
CUST_00070,2024-07-06,8,4877.9400000000005,178,1,2,3,123,6,Endormis
CUST_00071,2024-07-19,8,6820.97,165,1,2,4,124,7,Endormis
CUST_00072,2024-12-08,10,3996.56,23,4,3,2,432,9,Moyens
CUST_00073,2024-10-03,11,5791.0199999999995,89,2,3,4,234,9,À risque
CUST_00074,2024-10-22,10,2917.41,70,3,3,1,331,7,Moyens
CUST_00075,2024-12-17,9,4158.57,14,5,2,2,522,9,Nouveaux prometteurs
CUST_00076,2024-12-10,17,5046.91,21,5,5,3,553,13,Fidèles
CUST_00077,2024-10-22,12,6186.6,70,3,4,4,344,11,Fidèles
CUST_00078,2024-11-20,7,2615.42,41,4,1,1,411,6,Nouveaux prometteurs
CUST_00079,2024-12-12,13,4780.14,19,5,4,3,543,12,Fidèles
CUST_00080,2024-08-09,8,6721.66,144,1,2,4,124,7,Endormis
CUST_00081,2024-12-26,15,4501.06,5,5,5,3,553,13,Fidèles
CUST_00082,2024-04-16,3,4854.05,259,1,1,3,113,5,Endormis
CUST_00083,2024-12-23,12,4634.099999999999,8,5,4,3,543,12,Fidèles
CUST_00084,2024-11-21,8,2068.1400000000003,40,4,2,1,421,7,Nouveaux prometteurs
CUST_00085,2024-11-02,7,2487.43,59,3,1,1,311,5,Occasionnels
CUST_00086,2024-08-05,8,4864.79,148,1,2,3,123,6,Endormis
CUST_00087,2024-09-26,7,6662.87,96,2,1,4,214,7,Endormis
CUST_00088,2024-08-16,13,9149.47,137,1,4,5,145,10,Fidèles
CUST_00089,2024-12-13,11,5276.68,18,5,3,3,533,11,Moyens
CUST_00090,2024-11-14,9,5515.71,47,4,2,4,424,10,Nouveaux prometteurs
CUST_00091,2024-12-18,8,1891.1,13,5,2,1,521,8,Nouveaux prometteurs
CUST_00092,2024-11-10,9,7069.05,51,3,2,5,325,10,Occasionnels
CUST_00093,2024-12-15,14,5940.79,16,5,5,4,554,14,Champions
CUST_00094,2024-12-20,9,4721.28,11,5,2,3,523,10,Nouveaux prometteurs
CUST_00095,2024-07-19,9,2877.39,165,1,2,1,121,4,Endormis
CUST_00096,2024-09-14,11,5674.97,108,2,3,4,234,9,À risque
CUST_00097,2024-10-08,7,3476.83,84,2,1,2,212,5,Endormis
CUST_00098,2024-11-01,6,3265.4100000000003,60,3,1,2,312,6,Occasionnels
CUST_00099,2024-12-16,10,11228.74,15,5,3,5,535,13,Moyens
CUST_00100,2024-12-19,14,9921.23,12,5,5,5,555,15,Champions
CUST_00101,2024-09-28,9,4151.66,94,2,2,2,222,6,Endormis
CUST_00102,2024-10-25,18,10845.310000000001,67,3,5,5,355,13,Fidèles
CUST_00103,2024-12-24,11,3123.63,7,5,3,2,532,10,Moyens
CUST_00104,2024-11-01,14,3723.76,60,3,5,2,352,10,Fidèles
CUST_00105,2024-11-11,10,7554.79,50,4,3,5,435,12,Moyens
CUST_00106,2024-11-24,12,5210.1900000000005,37,4,4,3,443,11,Fidèles
CUST_00107,2024-12-27,8,12440.960000000001,4,5,2,5,525,12,Nouveaux prometteurs
CUST_00108,2024-10-07,12,6055.32,85,2,4,4,244,10,Fidèles
CUST_00109,2024-12-27,8,4728.96,4,5,2,3,523,10,Nouveaux prometteurs
CUST_00110,2024-12-25,10,5816.55,6,5,3,4,534,12,Moyens
CUST_00111,2024-08-28,12,4485.889999999999,125,2,4,3,243,9,Fidèles
CUST_00112,2024-12-06,5,2199.37,25,4,1,1,411,6,Nouveaux prometteurs
CUST_00113,2024-08-16,11,3923.5699999999997,137,1,3,2,132,6,Moyens
CUST_00114,2024-11-04,6,3873.1499999999996,57,3,1,2,312,6,Occasionnels
CUST_00115,2024-12-25,9,3545.84,6,5,2,2,522,9,Nouveaux prometteurs
CUST_00116,2024-11-23,8,2877.25,38,4,2,1,421,7,Nouveaux prometteurs
CUST_00117,2024-12-23,13,7041.49,8,5,4,4,544,13,Champions
CUST_00118,2024-12-05,11,7940.04,26,4,3,5,435,12,Moyens
CUST_00119,2024-11-30,4,1907.83,31,4,1,1,411,6,Nouveaux prometteurs
CUST_00120,2024-09-20,12,4356.4400000000005,102,2,4,3,243,9,Fidèles
CUST_00121,2024-12-04,4,748.1,27,4,1,1,411,6,Nouveaux prometteurs
CUST_00122,2024-07-12,8,2593.94,172,1,2,1,121,4,Endormis
CUST_00123,2024-10-26,10,4939.6,66,3,3,3,333,9,Moyens
CUST_00124,2024-12-08,14,5509.4,23,4,5,4,454,13,Champions
CUST_00125,2024-10-27,12,4726.0599999999995,65,3,4,3,343,10,Fidèles
CUST_00126,2024-09-13,7,2333.8199999999997,109,2,1,1,211,4,Endormis
CUST_00127,2024-11-24,13,6850.9800000000005,37,4,4,4,444,12,Champions
CUST_00128,2024-05-22,14,3937.56,223,1,5,2,152,8,Fidèles
CUST_00129,2023-10-31,1,431.02,427,1,1,1,111,3,Endormis
CUST_00130,2024-11-23,12,6145.51,38,4,4,4,444,12,Champions
CUST_00131,2024-04-07,7,2048.61,268,1,1,1,111,3,Endormis
CUST_00132,2024-11-02,7,2754.84,59,3,1,1,311,5,Occasionnels
CUST_00133,2024-10-28,12,3240.1,64,3,4,2,342,9,Fidèles
CUST_00134,2024-12-27,13,8630.99,4,5,4,5,545,14,Champions
CUST_00135,2024-09-29,6,3016.83,93,2,1,1,211,4,Endormis
CUST_00136,2024-11-29,12,5339.42,32,4,4,3,443,11,Fidèles
CUST_00137,2024-10-26,9,4601.53,66,3,2,3,323,8,Occasionnels
CUST_00138,2024-06-13,5,2445.93,201,1,1,1,111,3,Endormis
CUST_00139,2024-12-16,9,7253.860000000001,15,5,2,5,525,12,Nouveaux prometteurs
CUST_00140,2024-10-09,8,3576.02,83,2,2,2,222,6,Endormis
CUST_00141,2024-11-18,13,10242.949999999999,43,4,4,5,445,13,Champions
CUST_00142,2024-07-21,11,4727.61,163,1,3,3,133,7,À risque
CUST_00143,2024-10-04,13,9384.57,88,2,4,5,245,11,Fidèles
CUST_00144,2024-12-17,13,6100.79,14,5,4,4,544,13,Champions
CUST_00145,2024-11-15,8,2669.8599999999997,46,4,2,1,421,7,Nouveaux prometteurs
CUST_00146,2024-08-29,14,4773.26,124,2,5,3,253,10,Fidèles
CUST_00147,2024-12-01,9,3473.98,30,4,2,2,422,8,Nouveaux prometteurs
CUST_00148,2024-11-22,12,4361.12,39,4,4,3,443,11,Fidèles
CUST_00149,2024-10-23,14,4713.82,69,3,5,3,353,11,Fidèles
CUST_00150,2024-12-02,12,3420.66,29,4,4,2,442,10,Fidèles
CUST_00151,2024-06-20,12,4526.38,194,1,4,3,143,8,Fidèles
CUST_00152,2024-11-30,12,3260.06,31,4,4,2,442,10,Fidèles
CUST_00153,2024-11-09,5,4068.6499999999996,52,3,1,2,312,6,Occasionnels
CUST_00154,2024-08-21,15,9064.74,132,1,5,5,155,11,Fidèles
CUST_00155,2024-12-31,12,6513.52,0,5,4,4,544,13,Champions
CUST_00156,2024-10-07,8,1920.66,85,2,2,1,221,5,Endormis
CUST_00157,2024-09-27,11,2955.52,95,2,3,1,231,6,Moyens
CUST_00158,2024-07-23,7,4883.68,161,1,1,3,113,5,Endormis
CUST_00159,2024-05-07,6,1722.03,238,1,1,1,111,3,Endormis
CUST_00160,2024-10-21,11,7007.95,71,3,3,4,334,10,Moyens
CUST_00161,2024-12-24,7,4251.04,7,5,1,3,513,9,Nouveaux prometteurs
CUST_00162,2024-12-31,8,3721.83,0,5,2,2,522,9,Nouveaux prometteurs
CUST_00163,2024-09-07,16,6636.62,115,2,5,4,254,11,Fidèles
CUST_00164,2024-06-11,7,6567.95,203,1,1,4,114,6,Endormis
CUST_00165,2024-12-21,9,2435.87,10,5,2,1,521,8,Nouveaux prometteurs
CUST_00166,2024-08-17,10,5267.74,136,1,3,3,133,7,À risque
CUST_00167,2024-12-11,9,5536.63,20,5,2,4,524,11,Nouveaux prometteurs
CUST_00168,2024-08-03,11,7246.43,150,1,3,5,135,9,À risque
CUST_00169,2024-11-09,10,4253.08,52,3,3,3,333,9,Moyens
CUST_00170,2024-11-29,7,4402.63,32,4,1,3,413,8,Nouveaux prometteurs
CUST_00171,2024-09-10,10,4797.69,112,2,3,3,233,8,À risque
CUST_00172,2024-12-18,7,4743.72,13,5,1,3,513,9,Nouveaux prometteurs
CUST_00173,2024-11-05,15,6145.71,56,3,5,4,354,12,Fidèles
CUST_00174,2024-12-13,7,3187.69,18,5,1,2,512,8,Nouveaux prometteurs
CUST_00175,2024-11-11,12,6608.2,50,4,4,4,444,12,Champions
CUST_00176,2024-11-12,6,3618.31,49,4,1,2,412,7,Nouveaux prometteurs
CUST_00177,2024-11-13,7,5090.63,48,4,1,3,413,8,Nouveaux prometteurs
CUST_00178,2024-10-06,11,4249.68,86,2,3,3,233,8,À risque
CUST_00179,2024-06-04,12,4911.34,210,1,4,3,143,8,Fidèles
CUST_00180,2024-11-03,12,6519.51,58,3,4,4,344,11,Fidèles
CUST_00181,2024-12-03,14,5058.5599999999995,28,4,5,3,453,12,Fidèles
CUST_00182,2024-12-28,9,2476.73,3,5,2,1,521,8,Nouveaux prometteurs
CUST_00183,2024-12-23,11,3449.29,8,5,3,2,532,10,Moyens
CUST_00184,2024-09-21,6,4019.3300000000004,101,2,1,2,212,5,Endormis
CUST_00185,2024-04-18,9,3970.61,257,1,2,2,122,5,Endormis
CUST_00186,2024-10-31,11,5439.85,61,3,3,3,333,9,Moyens
CUST_00187,2024-09-26,11,4456.29,96,2,3,3,233,8,À risque
CUST_00188,2024-09-02,9,4683.2,120,2,2,3,223,7,Endormis
CUST_00189,2024-12-22,13,6464.99,9,5,4,4,544,13,Champions
CUST_00190,2024-10-07,6,1952.02,85,2,1,1,211,4,Endormis
CUST_00191,2024-12-03,12,6727.78,28,4,4,4,444,12,Champions
CUST_00192,2024-09-19,13,7639.26,103,2,4,5,245,11,Fidèles
CUST_00193,2024-06-08,11,6817.21,206,1,3,4,134,8,À risque
CUST_00194,2024-09-08,11,5693.99,114,2,3,4,234,9,À risque
CUST_00195,2024-10-03,7,1502.3,89,2,1,1,211,4,Endormis
CUST_00196,2024-10-16,6,1119.93,76,3,1,1,311,5,Occasionnels
CUST_00197,2024-12-12,12,3683.1099999999997,19,5,4,2,542,11,Fidèles
CUST_00198,2024-12-08,8,4114.31,23,4,2,2,422,8,Nouveaux prometteurs
CUST_00199,2024-09-26,13,9576.6,96,2,4,5,245,11,Fidèles
CUST_00200,2024-08-22,9,6793.71,131,1,2,4,124,7,Endormis
CUST_00201,2023-11-11,10,8254.14,416,1,3,5,135,9,À risque
CUST_00202,2024-11-22,11,6702.68,39,4,3,4,434,11,Moyens
CUST_00203,2024-09-27,4,2360.05,95,2,1,1,211,4,Endormis
CUST_00204,2024-07-02,7,9141.89,182,1,1,5,115,7,Endormis
CUST_00205,2024-07-19,9,4670.28,165,1,2,3,123,6,Endormis
CUST_00206,2024-12-05,9,4634.48,26,4,2,3,423,9,Nouveaux prometteurs
CUST_00207,2024-09-27,7,2814.62,95,2,1,1,211,4,Endormis
CUST_00208,2024-11-17,6,2270.77,44,4,1,1,411,6,Nouveaux prometteurs
CUST_00209,2024-09-07,6,3636.26,115,2,1,2,212,5,Endormis
CUST_00210,2024-08-17,11,8985.01,136,1,3,5,135,9,À risque
CUST_00211,2024-11-22,10,8878.03,39,4,3,5,435,12,Moyens
CUST_00212,2024-11-13,13,8436.68,48,4,4,5,445,13,Champions
CUST_00213,2024-10-25,6,2017.8700000000001,67,3,1,1,311,5,Occasionnels
CUST_00214,2024-11-13,6,2070.64,48,4,1,1,411,6,Nouveaux prometteurs
CUST_00215,2024-10-07,7,4482.19,85,2,1,3,213,6,Endormis
CUST_00216,2024-08-09,11,5632.54,144,1,3,4,134,8,À risque
CUST_00217,2024-12-22,14,9983.88,9,5,5,5,555,15,Champions
CUST_00218,2024-10-22,7,1499.6399999999999,70,3,1,1,311,5,Occasionnels
CUST_00219,2024-10-02,7,6747.69,90,2,1,4,214,7,Endormis
CUST_00220,2024-11-26,8,6168.1900000000005,35,4,2,4,424,10,Nouveaux prometteurs
CUST_00221,2024-12-11,11,5672.65,20,5,3,4,534,12,Moyens
CUST_00222,2024-11-08,14,9512.48,53,3,5,5,355,13,Fidèles
CUST_00223,2024-11-22,14,7361.29,39,4,5,5,455,14,Champions
CUST_00224,2024-09-14,8,3104.6099999999997,108,2,2,2,222,6,Endormis
CUST_00225,2024-10-28,17,8420.38,64,3,5,5,355,13,Fidèles
CUST_00226,2024-11-19,13,5958.07,42,4,4,4,444,12,Champions
CUST_00227,2024-10-26,9,9395.09,66,3,2,5,325,10,Occasionnels
CUST_00228,2024-09-14,12,4820.24,108,2,4,3,243,9,Fidèles
CUST_00229,2024-12-11,12,5015.99,20,5,4,3,543,12,Fidèles
CUST_00230,2024-11-24,10,6690.45,37,4,3,4,434,11,Moyens
CUST_00231,2024-11-11,13,5094.25,50,4,4,3,443,11,Fidèles
CUST_00232,2024-07-24,7,4168.95,160,1,1,2,112,4,Endormis
CUST_00233,2024-10-23,12,10785.71,69,3,4,5,345,12,Fidèles
CUST_00234,2024-12-17,15,7981.4,14,5,5,5,555,15,Champions
CUST_00235,2024-10-11,10,4759.99,81,3,3,3,333,9,Moyens
CUST_00236,2024-06-05,11,4603.39,209,1,3,3,133,7,À risque
CUST_00237,2024-05-26,8,2930.04,219,1,2,1,121,4,Endormis
CUST_00238,2024-10-16,10,7176.110000000001,76,3,3,5,335,11,Moyens
CUST_00239,2024-09-12,3,707.36,110,2,1,1,211,4,Endormis
CUST_00240,2024-12-22,9,4687.57,9,5,2,3,523,10,Nouveaux prometteurs
CUST_00241,2024-10-25,12,6191.34,67,3,4,4,344,11,Fidèles
CUST_00242,2024-04-10,8,4111.55,265,1,2,2,122,5,Endormis
CUST_00243,2024-11-03,9,3637.8,58,3,2,2,322,7,Occasionnels
CUST_00244,2024-11-27,13,6612.54,34,4,4,4,444,12,Champions
CUST_00245,2024-10-05,11,4810.03,87,2,3,3,233,8,À risque
CUST_00246,2024-10-07,16,6246.8,85,2,5,4,254,11,Fidèles
CUST_00247,2024-11-25,9,3015.43,36,4,2,1,421,7,Nouveaux prometteurs
CUST_00248,2024-09-27,9,3222.59,95,2,2,2,222,6,Endormis
CUST_00249,2024-11-25,9,1712.54,36,4,2,1,421,7,Nouveaux prometteurs
CUST_00250,2024-12-09,10,4461.21,22,5,3,3,533,11,Moyens
CUST_00251,2024-12-03,11,6063.96,28,4,3,4,434,11,Moyens
CUST_00252,2024-09-02,8,4280.74,120,2,2,3,223,7,Endormis
CUST_00253,2024-11-21,10,7635.07,40,4,3,5,435,12,Moyens
CUST_00254,2024-10-04,13,8279.9,88,2,4,5,245,11,Fidèles
CUST_00255,2024-09-01,7,3629.82,121,2,1,2,212,5,Endormis
CUST_00256,2024-12-25,9,3280.74,6,5,2,2,522,9,Nouveaux prometteurs
CUST_00257,2024-11-22,13,4997.65,39,4,4,3,443,11,Fidèles
CUST_00258,2024-12-18,13,8711.55,13,5,4,5,545,14,Champions
CUST_00259,2024-09-23,9,3983.58,99,2,2,2,222,6,Endormis
CUST_00260,2024-12-23,12,6103.44,8,5,4,4,544,13,Champions
CUST_00261,2024-02-09,7,7510.64,326,1,1,5,115,7,Endormis
CUST_00262,2024-12-26,15,4515.26,5,5,5,3,553,13,Fidèles
CUST_00263,2024-11-18,8,3976.6,43,4,2,2,422,8,Nouveaux prometteurs
CUST_00264,2024-10-30,10,2396.47,62,3,3,1,331,7,Moyens
CUST_00265,2024-09-14,9,3807.67,108,2,2,2,222,6,Endormis
CUST_00266,2024-09-08,8,2569.94,114,2,2,1,221,5,Endormis
CUST_00267,2024-11-25,16,6263.3099999999995,36,4,5,4,454,13,Champions
CUST_00268,2024-05-09,11,3790.14,236,1,3,2,132,6,Moyens
CUST_00269,2024-12-06,9,4174.639999999999,25,4,2,2,422,8,Nouveaux prometteurs
CUST_00270,2024-04-17,7,6576.69,258,1,1,4,114,6,Endormis
CUST_00271,2024-12-10,10,4998.51,21,5,3,3,533,11,Moyens
CUST_00272,2024-08-24,11,3259.77,129,1,3,2,132,6,Moyens
CUST_00273,2024-12-31,16,10596.83,0,5,5,5,555,15,Champions
CUST_00274,2024-10-01,5,4820.0599999999995,91,2,1,3,213,6,Endormis
CUST_00275,2024-07-04,11,5956.18,180,1,3,4,134,8,À risque
CUST_00276,2024-04-07,9,3075.03,268,1,2,2,122,5,Endormis
CUST_00277,2024-08-01,6,3755.01,152,1,1,2,112,4,Endormis
CUST_00278,2024-05-15,10,5882.75,230,1,3,4,134,8,À risque
CUST_00279,2024-11-10,10,6221.9,51,3,3,4,334,10,Moyens
CUST_00280,2024-09-02,11,7363.8099999999995,120,2,3,5,235,10,À risque
CUST_00281,2024-08-29,7,4118.7,124,2,1,2,212,5,Endormis
CUST_00282,2024-11-13,15,5403.35,48,4,5,3,453,12,Fidèles
CUST_00283,2024-10-21,13,7001.36,71,3,4,4,344,11,Fidèles
CUST_00284,2024-11-07,8,4207.179999999999,54,3,2,2,322,7,Occasionnels
CUST_00285,2024-11-09,9,4957.1,52,3,2,3,323,8,Occasionnels
CUST_00286,2024-10-26,9,3973.9900000000002,66,3,2,2,322,7,Occasionnels
CUST_00287,2024-10-23,9,12640.619999999999,69,3,2,5,325,10,Occasionnels
CUST_00288,2024-12-08,6,6112.200000000001,23,4,1,4,414,9,Nouveaux prometteurs
CUST_00289,2024-10-05,14,4748.41,87,2,5,3,253,10,Fidèles
CUST_00290,2024-09-28,7,3845.3699999999994,94,2,1,2,212,5,Endormis
CUST_00291,2024-11-01,10,3455.75,60,3,3,2,332,8,Moyens
CUST_00292,2024-12-28,14,8493.77,3,5,5,5,555,15,Champions
CUST_00293,2024-12-07,5,1927.98,24,4,1,1,411,6,Nouveaux prometteurs
CUST_00294,2024-10-28,11,3753.2,64,3,3,2,332,8,Moyens
CUST_00295,2024-10-04,7,2833.4,88,2,1,1,211,4,Endormis
CUST_00296,2024-11-13,8,4815.27,48,4,2,3,423,9,Nouveaux prometteurs
CUST_00297,2024-08-04,11,9361.95,149,1,3,5,135,9,À risque
CUST_00298,2023-09-15,6,2960.68,473,1,1,1,111,3,Endormis
CUST_00299,2024-10-31,13,9666.95,61,3,4,5,345,12,Fidèles
CUST_00300,2024-10-26,9,5556.719999999999,66,3,2,4,324,9,Occasionnels
CUST_00301,2024-09-18,6,2706.39,104,2,1,1,211,4,Endormis
CUST_00302,2024-11-19,10,4564.78,42,4,3,3,433,10,Moyens
CUST_00303,2024-09-02,10,2072.74,120,2,3,1,231,6,Moyens
CUST_00304,2024-11-30,5,952.48,31,4,1,1,411,6,Nouveaux prometteurs
CUST_00305,2024-10-17,11,6175.14,75,3,3,4,334,10,Moyens
CUST_00306,2024-12-18,17,7006.7,13,5,5,4,554,14,Champions
CUST_00307,2024-10-20,12,4949.97,72,3,4,3,343,10,Fidèles
CUST_00308,2023-12-19,6,5606.72,378,1,1,4,114,6,Endormis
CUST_00309,2024-07-14,9,2832.16,170,1,2,1,121,4,Endormis
CUST_00310,2024-09-08,7,3938.9,114,2,1,2,212,5,Endormis
CUST_00311,2024-12-09,11,3443.5,22,5,3,2,532,10,Moyens
CUST_00312,2024-06-11,6,7347.85,203,1,1,5,115,7,Endormis
CUST_00313,2024-09-17,14,9906.6,105,2,5,5,255,12,Fidèles
CUST_00314,2024-10-01,11,3524.8,91,2,3,2,232,7,Moyens
CUST_00315,2024-12-21,12,3143.1,10,5,4,2,542,11,Fidèles
CUST_00316,2024-11-18,8,3071.7,43,4,2,2,422,8,Nouveaux prometteurs
CUST_00317,2024-10-10,13,6897.64,82,2,4,4,244,10,Fidèles
CUST_00318,2024-09-06,15,7328.360000000001,116,2,5,5,255,12,Fidèles
CUST_00319,2024-10-14,8,9386.52,78,3,2,5,325,10,Occasionnels
CUST_00320,2024-11-21,18,8819.6,40,4,5,5,455,14,Champions
CUST_00321,2024-08-02,16,4729.48,151,1,5,3,153,9,Fidèles
CUST_00322,2024-05-01,5,4359.63,244,1,1,3,113,5,Endormis
CUST_00323,2024-10-16,8,4011.6800000000003,76,3,2,2,322,7,Occasionnels
CUST_00324,2024-12-31,4,269.35,0,5,1,1,511,7,Nouveaux prometteurs
CUST_00325,2024-11-19,14,6631.0,42,4,5,4,454,13,Champions
CUST_00326,2024-09-05,6,5225.83,117,2,1,3,213,6,Endormis
CUST_00327,2024-11-03,8,2716.99,58,3,2,1,321,6,Occasionnels
CUST_00328,2024-11-04,16,5827.89,57,3,5,4,354,12,Fidèles
CUST_00329,2024-09-10,18,8408.94,112,2,5,5,255,12,Fidèles
CUST_00330,2024-04-17,6,3936.08,258,1,1,2,112,4,Endormis
CUST_00331,2024-11-12,10,2705.51,49,4,3,1,431,8,Moyens
CUST_00332,2024-12-23,10,3185.83,8,5,3,2,532,10,Moyens
CUST_00333,2024-08-28,16,9825.289999999999,125,2,5,5,255,12,Fidèles
CUST_00334,2024-10-06,7,2756.64,86,2,1,1,211,4,Endormis
CUST_00335,2024-09-12,7,5249.0199999999995,110,2,1,3,213,6,Endormis
CUST_00336,2024-07-26,10,6954.84,158,1,3,4,134,8,À risque
CUST_00337,2024-09-25,14,5799.39,97,2,5,4,254,11,Fidèles
CUST_00338,2024-12-31,14,11765.71,0,5,5,5,555,15,Champions
CUST_00339,2024-09-28,11,6214.81,94,2,3,4,234,9,À risque
CUST_00340,2024-09-06,5,1531.8899999999999,116,2,1,1,211,4,Endormis
CUST_00341,2024-11-23,5,3522.44,38,4,1,2,412,7,Nouveaux prometteurs
CUST_00342,2024-11-19,13,7201.68,42,4,4,5,445,13,Champions
CUST_00343,2024-12-14,15,8388.9,17,5,5,5,555,15,Champions
CUST_00344,2024-09-14,9,3378.1499999999996,108,2,2,2,222,6,Endormis
CUST_00345,2024-09-29,11,5369.09,93,2,3,3,233,8,À risque
CUST_00346,2024-10-29,12,5802.59,63,3,4,4,344,11,Fidèles
CUST_00347,2024-11-25,9,4554.04,36,4,2,3,423,9,Nouveaux prometteurs
CUST_00348,2024-11-20,20,13362.06,41,4,5,5,455,14,Champions
CUST_00349,2024-10-18,12,7396.51,74,3,4,5,345,12,Fidèles
CUST_00350,2024-09-19,7,2699.65,103,2,1,1,211,4,Endormis
CUST_00351,2024-11-29,12,5137.4,32,4,4,3,443,11,Fidèles
